,Owner Code,Note Changes,Extra Notes,Status,
3152,"Waste Control Recycling, Inc.",,,,
3153,"Waste Disposal, LLC",,,,
3154,"Waste Not Recycling, Inc.",,,,
3155,"Waste Path Sanitary Landfill, LLC",,,,
3156,"Waste Recovery Enterprises, LLC",,,,
3157,Waste Recycling Inc,,,,
3158,Waste Reduction & Recycling,,,,
3159,Waste Reduction Systems,,,,
3160,"Waste Services of the Bluegrass, LLC",,,,
3161,"Waste Sorting, Inc.",,,,
3162,Waste System Authority of Eastern Montgomery County,,,,
3163,Watauga County,,,,
3164,Waukesha County,,,,
3165,Wayne County,,,,
3166,Wayne Ringgold Decatur Solid Waste Management Commission,,,,
3120,WBROS,,,,
3121,WCNX,,,,
3167,Weber County,,,,
3168,Webster Parish,,,,
3169,"Werlor Waste Control, Inc.",,,,
3170,West Carroll Parish,,,,
3171,West Central Environmental Corp.,,,,
3172,West Central Iowa Solid Waste Management Association,,,,
3173,West Central Sanitation,,,,
3174,West Coast Waste Inc.,,,,
3175,West Waste & Recycling,,,,
3176,"Westbury Recycling, Inc.",,,,
3177,Westchester County,,,,
3178,Western Disposal,,,,
3179,"Western Elite, Inc.",,,,
3180,Western Finger Lakes Solid Waste Management Authority,,,,
3181,Western Lake Superior Sanitary District,,,,
3182,Western Pacific Pulp & Paper,,,,
3183,Western Placer Waste Management Authority (WPWMA),,,,
3184,Western Recycling,,,,
3185,Westmoreland County,,,,
3186,Westmoreland Waste LLC (WWLLC Group),,,,
3187,Westside TransLoad LLC,,,,
3188,Wetumpka Recycling Center,,,,
3189,Wetzel County,,,,
3190,Wexford County,,,,
3191,Whatcom County,,,,
3192,Wheeler County,,,,
3193,Whetstone Recycling,,,,
3194,White County,,,,
3195,White Lake Area Solid Waste Authority,,,,
3196,"Whitehouse Disposal Service, LLC",,,,
3197,Whiteside County,,,,
3198,Wibaux County,,,,
3199,Wichita County,,,,
3200,Wicomico County,,,,
3201,Wiederholt Enterprises LLC,,,,
3202,Wilcox County,,,,
3203,Wilkes County,,,,
3204,Will County,,,,
3205,William Miller Scrap Iron & Metal Co.,,,,
3206,Williamsburg County,,,,
3207,Williamson County,,,,
3208,Williamson Services LLC,,,,
3209,Wills' Wrecker,,,,
3210,Wilson County,,,,
3211,Wilson County Courthouse,,,,
3212,Winchester Municipal Utilities,,,,
3213,Wind River Recycle Center,,,,
3214,Windham Solid Waste Management District,,,,
3215,Winnebago County,,,,
3216,Winneshiek County Solid Waste Agency,,,,
3217,Winzinnger Inc.,,,,
3218,Wise County,,,,
3219,Wise Recycling LLC,,,,
3220,"Wise Services & Recycling, LLC",,,,
3122,WM,,,,
3123,"WM Biers, Inc.",,,,
3221,Wolf Creek Ind,,,,
3222,Wolfe County,,,,
3223,Wood County Solid Waste Management District,,,,
3224,"Wood Waste of Boston, Inc.",,,,
3225,Woodbury County Area Solid Waste Agency,,,,
3226,Woodruff County,,,,
3227,Woodson County,,,,
3228,Woodward County,,,,
3229,Worcester County,,,,
3230,Worth County,,,,
3124,WPRO,,,,
3231,Wright County Area Landfill Authority,,,,
3232,Wyoming Citizens for Recycling-Bridger Valley Chapter,,,,
3233,Wyoming County Commission,,,,
3234,Wyoming Recycling Facility,,,,
3235,Yadkin County,,,,
3236,Yakima County,,,,
3237,Yalobusha County,,,,
3238,Yancey County,,,,
3239,Yavapai County,,,,
3240,Yoakum County,,,,
3241,Yolo County,,,,
3242,York County,,,,
3243,Young's Waste Services,,,,
3244,Yuba-Sutter Regional Waste Management Authority,,,,
3245,Yuma County,,,,
3247,"Zanker Road Resource Management, Ltd.",,,,
3248,Zapata County,,,,
3249,Zavala County,,,,
3246,Z-Best Rubbish Removal,,,,
3250,Zero Waste & Recycling Services,,,,
3251,"Zuckerman Company, Inc.",,,,
